od01	12.920373	47.954023	10	Carpinion betuli	2014-05-04
od02	12.921278	47.953443	10	Carpinion betuli	2014-05-04
od03	12.921712	47.952655	10	Carpinion betuli	2014-05-04
od04	12.913195	47.958447	10	Carici albae Fagetum	2014-05-04
od05	12.947154	47.934008	10	Mesobrometum	2014-05-18
od06	12.922164	47.940330	10	Mesobrometum	2014-05-18
od07	12.942560	47.946212	10	Carpinion	2014-05-18
od08	12.942702	47.945689	10	Carpinion	2014-05-18
od09	12.938032	47.949437	10	Mesobrometum	2014-05-18
