plot;cov;t1cov;t2cov;scov;hcov;mcov;htl1;htl2;hsl;hhl1;hhl2;plsx;plsy;expo;slope;rock;bare;stones;date;longitude;latitude;accuracy;alliane;association;soil;comment;location
ve01;;;;;;;;;;;;;;;;;;;0204-09-06;48.485371;13.444642;5;Alnion incanae;;;;Bernascheck-Insel
