plot;cov;t1cov;t2cov;scov;hcov;mcov;htl1;htl2;hsl;hhl1;hhl2;plsx;plsy;expo;slope;rock;bare;stones;date;latitude;longitude;accuracy;alliance;association;soil;comment;location;observer
ub01;96;55;15;0;90;7;14;10;0;0,7;0,15;32;8;SW;20;5;0;0;2015-05-14;47.711654;12.933860;10;Cephalanthero Fagenion;;Renzina;entlang Felskante;Untersberg, Naglwand;R. Kaiser & K. Moosbrugger
