"plot";"variable";"value"
"bh05";"bare";"0"
"bh05";"cov";"70"
"bh05";"date";"07.05.2009"
"bh05";"debris";"0"
"bh05";"expo";"SW"
"bh05";"hcov";"65"
"bh05";"hhl1";"0,1"
"bh05";"hhl2";"0,4"
"bh05";"latitude";"48.160374N"
"bh05";"location";"Duttendorf"
"bh05";"longitude";"12.837151E"
"bh05";"mcov";"10"
"bh05";"plsx";"1"
"bh05";"plsy";"3"
"bh05";"rock";"0"
"bh05";"rock.type";"Flysch"
"bh05";"scov";"0"
"bh05";"slope";"65"
"bh05";"soil";"missing"
"bh05";"tcov1";"0"
"bh05";"tcov2";"0"
