plot;abbr;layer;cov;comment;voucher;site;key;history
H1-01;acer pseu;hl;1;;;H1;3;
H1-01;alch spec ies;hl;3;;;H1;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
H1-01;briz medi;hl;4;;;H1;161;
H1-01;care cary;hl;3;;;H1;211;
H1-01;care flac;hl;4;;;H1;222;
H1-01;care host;hl;7;;;H1;228;
H1-01;care pani;hl;3;;;H1;239;
H1-01;cent jace jace;hl;8;;;H1;257;
H1-01;dant decu decu;hl;3;;;H1;344; | Changed dant decu To dant decu decu 2012-11-27 18:46:55
H1-01;fest prat prat;hl;3;;;H1;441;
H1-01;leon hisp hyos;hl;5;;;H1;631;
H1-01;leuc ircu;hl;3;voucher;33;H1;285;
H1-01;lotu corn corn;hl;3;;;H1;658;
H1-01;pimp majo slat;hl;2;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-01;plan lanc;hl;3;;;H1;783;
H1-01;plan medi;hl;2;;;H1;785;
H1-01;poly amar ella;hl;2;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-01;pote erec;hl;3;;;H1;837;
H1-01;prim fari;hl;1;;;H1;844;
H1-01;prun vulg;hl;3;;;H1;850;
H1-01;ranu acri acri;hl;3;;;H1;868;
H1-01;ranu nemo;hl;3;;;H1;877;
H1-01;trif mont mont;hl;2;;;H1;1065; | Changed trif mont To trif mont mont 2012-11-27 18:46:56
H1-01;trif repe repe;hl;3;;;H1;1067;
H1-02;achi mill;hl;3;;;H1;6;
H1-02;alch spec ies;hl;3;;;H1;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
H1-02;briz medi;hl;4;;;H1;161;
H1-02;care cary;hl;3;;;H1;211;
H1-02;care flac;hl;4;;;H1;222;
H1-02;care host;hl;5;;;H1;228;
H1-02;care orni orni;hl;2;;;H1;235;
H1-02;care pani;hl;5;;;H1;239;
H1-02;cent jace jace;hl;4;;;H1;257;
H1-02;dact glom glom;hl;3;;;H1;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
H1-02;fest prat prat;hl;4;;;H1;441;
H1-02;fest rubr rubr;hl;3;;;H1;445;
H1-02;leon hisp hyos;hl;1;;;H1;631;
H1-02;leuc ircu;hl;3;;;H1;285;
H1-02;lotu corn corn;hl;4;;;H1;658;
H1-02;parn palu;hl;3;;;H1;748;
H1-02;pers vivi;hl;4;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-02;pimp majo slat;hl;3;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-02;plan lanc;hl;3;;;H1;783;
H1-02;plan medi;hl;3;;;H1;785;
H1-02;poa prat;hl;3;;;H1;799;
H1-02;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-02;pote erec;hl;4;;;H1;837;
H1-02;prim fari;hl;3;;;H1;844;
H1-02;prun vulg;hl;3;;;H1;850;
H1-02;ranu acri acri;hl;3;;;H1;868;
H1-02;ranu nemo;hl;4;;;H1;877;
H1-02;trif prat prat;hl;4;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-02;trif repe repe;hl;3;;;H1;1067;
H1-03;acer pseu;hl;1;;;H1;3;
H1-03;agro capi;hl;2;;;H1;24;
H1-03;anth odor;hl;2;;;H1;93;
H1-03;briz medi;hl;3;;;H1;161;
H1-03;care alba;hl;2;;;H1;203;
H1-03;care cary;hl;3;;;H1;211;
H1-03;care ferr;hl;2;;;H1;220;
H1-03;care flac;hl;3;;;H1;222;
H1-03;care orni orni;hl;3;;;H1;235;
H1-03;care pani;hl;4;;;H1;239;
H1-03;care semp semp;hl;2;;;H1;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H1-03;care sylv;hl;2;;;H1;251;
H1-03;caru carv;hl;2;;;H1;255;
H1-03;cent jace jace;hl;4;;;H1;257;
H1-03;dant decu decu;hl;3;;;H1;344; | Changed dant decu To dant decu decu 2012-11-27 18:46:55
H1-03;desc cesp;hl;3;;;H1;350;
H1-03;eric carn;hl;2;;;H1;406;
H1-03;fest nigr cens;hl;3;;;H1;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
H1-03;fest prat prat;hl;3;;;H1;441;
H1-03;fest rubr rubr;hl;2;;;H1;445;
H1-03;gent vern vern;hl;2;;;H1;486;
H1-03;gymn cono cono;hl;1;;;H1;506; | Changed gymn cono To gymn cono cono 2012-11-27 18:46:57
H1-03;hier pilo ella;hl;1;;;H1;552; | Changed hier pila To hier pilo ella 2012-11-27 18:46:58
H1-03;leon hisp hyos;hl;4;;;H1;631;
H1-03;lotu corn corn;hl;3;;;H1;658;
H1-03;parn palu;hl;2;;;H1;748;
H1-03;pimp majo slat;hl;2;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-03;pimp saxi slat;hl;3;;;H1;774; | Changed pimp saxi To pimp saxi slat 2012-11-27 18:46:58
H1-03;plan lanc;hl;3;;;H1;783;
H1-03;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-03;poly cham;hl;2;;;H1;805;
H1-03;pote erec;hl;3;;;H1;837;
H1-03;prim fari;hl;2;;;H1;844;
H1-03;prun vulg;hl;2;;;H1;850;
H1-03;ranu nemo;hl;3;;;H1;877;
H1-03;sela sela;hl;1;;;H1;975;
H1-03;sesl caer;hl;2;;;H1;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H1-03;tara sect alpi;hl;3;;;H1;1135;
H1-03;thym prae poly;hl;3;;;H1;1047;
H1-03;tofi caly;hl;2;;;H1;1051;
H1-03;trif medi medi;hl;5;;;H1;1064; | Changed trif medi To trif medi medi 2012-11-27 18:46:58
H1-03;trif prat prat;hl;4;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-03;vero cham cham;hl;2;;;H1;1099;
H1-04;acer pseu;hl;1;;;H1;3;
H1-04;agro capi;hl;2;;;H1;24;
H1-04;anth odor;hl;2;;;H1;93;
H1-04;arrh elat;hl;2;voucher;115;H1;119;
H1-04;briz medi;hl;3;;;H1;161;
H1-04;care cary;hl;4;;;H1;211;
H1-04;care flac;hl;5;;;H1;222;
H1-04;care host;hl;4;;;H1;228;
H1-04;care orni orni;hl;2;;;H1;235;
H1-04;care pani;hl;6;;;H1;239;
H1-04;care sylv;hl;2;;;H1;251;
H1-04;cent jace jace;hl;4;;;H1;257;
H1-04;dact glom glom;hl;3;;;H1;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
H1-04;dant decu decu;hl;3;;;H1;344; | Changed dant decu To dant decu decu 2012-11-27 18:46:55
H1-04;euph cypa;hl;3;;;H1;420;
H1-04;fest prat appe;hl;3;;;H1;440; | Changed fest prat apen To fest prat appe 2012-11-27 18:46:58
H1-04;fest rubr rubr;hl;3;;;H1;445;
H1-04;gent clus clus;hl;2;;;H1;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H1-04;gymn cono cono;hl;2;;;H1;506; | Changed gymn cono To gymn cono cono 2012-11-27 18:46:57
H1-04;leon hisp hyos;hl;4;;;H1;631;
H1-04;lotu corn corn;hl;4;;;H1;658;
H1-04;parn palu;hl;3;;;H1;748;
H1-04;pers vivi;hl;3;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-04;pimp majo slat;hl;2;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-04;pimp saxi slat;hl;3;;;H1;774; | Changed pimp saxi To pimp saxi slat 2012-11-27 18:46:58
H1-04;plan medi;hl;3;;;H1;785;
H1-04;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-04;pote erec;hl;3;;;H1;837;
H1-04;prim fari;hl;3;;;H1;844;
H1-04;prun vulg;hl;3;;;H1;850;
H1-04;ranu nemo;hl;4;;;H1;877;
H1-04;tofi caly;hl;2;;;H1;1051;
H1-04;trif mont mont;hl;3;;;H1;1065; | Changed trif mont To trif mont mont 2012-11-27 18:46:56
H1-04;trif prat prat;hl;4;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-04;trif repe repe;hl;4;;;H1;1067;
H1-05;achi mill;hl;3;;;H1;6;
H1-05;brac sylv;hl;3;;;H1;158;
H1-05;briz medi;hl;4;;;H1;161;
H1-05;care flac;hl;4;;;H1;222;
H1-05;care pani;hl;4;;;H1;239;
H1-05;cent jace jace;hl;5;;;H1;257;
H1-05;dant decu decu;hl;3;;;H1;344; | Changed dant decu To dant decu decu 2012-11-27 18:46:55
H1-05;desc cesp;hl;3;;;H1;350;
H1-05;epip atro;hl;1;;;H1;396;
H1-05;euph cypa;hl;3;;;H1;420;
H1-05;fest prat prat;hl;3;;;H1;441;
H1-05;gymn cono cono;hl;1;;;H1;506; | Changed gymn cono To gymn cono cono 2012-11-27 18:46:57
H1-05;lath prat prat;hl;2;;;H1;621; | Changed lath prat To lath prat prat 2012-11-27 18:46:59
H1-05;leon hisp hyos;hl;4;;;H1;631;
H1-05;leuc ircu;hl;3;;;H1;285;
H1-05;list ovat;hl;3;;;H1;648;
H1-05;lotu corn corn;hl;3;;;H1;658;
H1-05;pers vivi;hl;2;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-05;phyt orbi;hl;3;;;H1;770;
H1-05;pice abie;hl;1;;;H1;772;
H1-05;pimp majo slat;hl;3;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-05;plan lanc;hl;3;;;H1;783;
H1-05;plan medi;hl;2;;;H1;785;
H1-05;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-05;pote erec;hl;3;;;H1;837;
H1-05;prim fari;hl;1;;;H1;844;
H1-05;prun vulg;hl;2;;;H1;850;
H1-05;ranu acri acri;hl;3;;;H1;868;
H1-05;ranu nemo;hl;3;;;H1;877;
H1-05;sesl caer;hl;3;;;H1;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H1-05;tara sect alpi;hl;3;;;H1;1135;
H1-05;thym prae poly;hl;2;voucher;79;H1;1047;
H1-05;trif prat prat;hl;4;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-05;trif repe repe;hl;3;;;H1;1067;
H1-06;acer pseu;hl;2;;;H1;3;
H1-06;achi mill;hl;3;;;H1;6;
H1-06;alch spec ies;hl;2;;;H1;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
H1-06;briz medi;hl;4;;;H1;161;
H1-06;care cary;hl;3;;;H1;211;
H1-06;care flac;hl;3;;;H1;222;
H1-06;care flav aggr;hl;3;;;H1;223; | Changed care flav To care flav aggr 2012-11-27 18:46:59
H1-06;care host;hl;4;;;H1;228;
H1-06;care orni orni;hl;3;;;H1;235;
H1-06;care pani;hl;6;;;H1;239;
H1-06;cent jace jace;hl;5;;;H1;257;
H1-06;cera holo;hl;2;;;H1;269;
H1-06;desc cesp;hl;3;;;H1;350;
H1-06;fest prat prat;hl;5;;;H1;441;
H1-06;fest rubr rubr;hl;3;;;H1;445;
H1-06;gali albu;hl;3;;;H1;1127;
H1-06;leon hisp hyos;hl;4;;;H1;631;
H1-06;leuc ircu;hl;3;;;H1;285;
H1-06;lotu corn corn;hl;3;;;H1;658;
H1-06;pers vivi;hl;3;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-06;pimp saxi slat;hl;3;;;H1;774; | Changed pimp saxi To pimp saxi slat 2012-11-27 18:46:58
H1-06;plan lanc;hl;3;;;H1;783;
H1-06;plan majo majo;hl;2;;;H1;784; | Changed plan majo To plan majo majo 2012-11-27 18:46:59
H1-06;plan medi;hl;3;;;H1;785;
H1-06;poa prat;hl;3;;;H1;799;
H1-06;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-06;pote erec;hl;3;;;H1;837;
H1-06;prun vulg;hl;3;;;H1;850;
H1-06;ranu acri acri;hl;3;;;H1;868;
H1-06;ranu nemo;hl;3;;;H1;877;
H1-06;sali appe;hl;1;;;H1;924;
H1-06;sesl caer;hl;2;;;H1;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H1-06;sile dioi;hl;2;;;H1;688;
H1-06;tofi caly;hl;2;;;H1;1051;
H1-06;trif prat prat;hl;4;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-06;trif repe repe;hl;3;;;H1;1067;
H1-07;acer pseu;hl;1;;;H1;3;
H1-07;briz medi;hl;3;;;H1;161;
H1-07;care cary;hl;3;;;H1;211;
H1-07;care ferr;hl;2;;;H1;220;
H1-07;care flac;hl;3;;;H1;222;
H1-07;care host;hl;3;;;H1;228;
H1-07;care orni orni;hl;2;;;H1;235;
H1-07;care pani;hl;5;;;H1;239;
H1-07;cent jace jace;hl;4;;;H1;257;
H1-07;desc cesp;hl;2;;;H1;350;
H1-07;fest prat prat;hl;3;;;H1;441;
H1-07;gymn cono cono;hl;1;;;H1;506; | Changed gymn cono To gymn cono cono 2012-11-27 18:46:57
H1-07;leon hisp hyos;hl;4;voucher;80;H1;631;
H1-07;leuc ircu;hl;3;;;H1;285;
H1-07;lotu corn corn;hl;3;;;H1;658;
H1-07;pers vivi;hl;3;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-07;plan lanc;hl;3;;;H1;783;
H1-07;poa prat;hl;3;;;H1;799;
H1-07;poly amar ella;hl;2;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-07;pote erec;hl;3;;;H1;837;
H1-07;prim fari;hl;3;;;H1;844;
H1-07;prun vulg;hl;3;;;H1;850;
H1-07;ranu nemo;hl;4;;;H1;877;
H1-07;thym prae poly;hl;2;;;H1;1047;
H1-07;trif prat prat;hl;3;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-07;trif repe repe;hl;3;;;H1;1067;
H1-08;achi mill;hl;3;;;H1;6;
H1-08;alch spec ies;hl;3;;;H1;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
H1-08;briz medi;hl;3;;;H1;161;
H1-08;care cary;hl;3;;;H1;211;
H1-08;care flac;hl;4;;;H1;222;
H1-08;care flav aggr;hl;3;;;H1;223; | Changed care flav To care flav aggr 2012-11-27 18:46:59
H1-08;care pani;hl;6;;;H1;239;
H1-08;cent jace jace;hl;4;;;H1;257;
H1-08;desc cesp;hl;3;;;H1;350;
H1-08;fest prat prat;hl;3;;;H1;441;
H1-08;frax exce;hl;1;;;H1;451;
H1-08;gent ascl;hl;3;;;H1;471;
H1-08;gymn cono cono;hl;2;;;H1;506; | Changed gymn cono To gymn cono cono 2012-11-27 18:46:57
H1-08;junc arti;hl;2;;;H1;590;
H1-08;leon hisp hyos;hl;4;;;H1;631;
H1-08;leuc ircu;hl;3;;;H1;285;
H1-08;lotu corn corn;hl;3;;;H1;658;
H1-08;ophr inse;hl;2;voucher;70;H1;727;
H1-08;pers vivi;hl;4;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-08;phyt orbi;hl;2;;;H1;770;
H1-08;pimp majo slat;hl;2;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-08;plan lanc;hl;3;;;H1;783;
H1-08;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-08;popu trem;hl;3;;;H1;820;
H1-08;pote erec;hl;4;;;H1;837;
H1-08;prim fari;hl;3;;;H1;844;
H1-08;prun vulg;hl;3;;;H1;850;
H1-08;ranu nemo;hl;3;;;H1;877;
H1-08;tofi caly;hl;2;;;H1;1051;
H1-08;trif prat prat;hl;4;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-09;acer pseu;hl;1;;;H1;3;
H1-09;agro capi;hl;2;;;H1;24;
H1-09;apos foet;hl;1;;;H1;99;
H1-09;berb vulg;hl;2;;;H1;145;
H1-09;bisc laev laev;hl;3;;;H1;151;
H1-09;briz medi;hl;3;;;H1;161;
H1-09;cala vari;hl;2;;;H1;171;
H1-09;care cary;hl;4;;;H1;211;
H1-09;care flac;hl;3;;;H1;222;
H1-09;care orni orni;hl;2;;;H1;235;
H1-09;care pani;hl;4;;;H1;239;
H1-09;cent jace jace;hl;3;;;H1;257;
H1-09;ceph long;hl;1;;;H1;263;
H1-09;chae hirs;hl;1;;;H1;276; | Changed chae hirs hirs To chae hirs 2012-11-27 18:47:00
H1-09;cirs vulg;hl;1;;;H1;297;
H1-09;dact macu slat;hl;1;;;H1;339; | Changed dact macu fuch To dact macu slat 2012-11-27 18:47:00
H1-09;desc cesp;hl;3;;;H1;350;
H1-09;euph cypa;hl;2;;;H1;420;
H1-09;fest nigr cens;hl;3;;;H1;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
H1-09;fest prat prat;hl;3;;;H1;441;
H1-09;fest rubr rubr;hl;3;;;H1;445;
H1-09;frag vesc;hl;2;;;H1;449;
H1-09;fran alnu;hl;1;;;H1;450;
H1-09;gent ascl;hl;1;;;H1;471;
H1-09;junc arti;hl;1;;;H1;590;
H1-09;leon hisp hyos;hl;4;;;H1;631;
H1-09;leuc ircu;hl;2;;;H1;285;
H1-09;list ovat;hl;3;;;H1;648;
H1-09;lotu corn corn;hl;3;;;H1;658;
H1-09;moli caer;hl;1;;;H1;709;
H1-09;pers vivi;hl;2;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-09;phle prat;hl;2;;;H1;764; | Changed phle prat prat To phle prat 2012-11-27 18:47:00
H1-09;pimp majo slat;hl;3;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-09;plan lanc;hl;3;;;H1;783;
H1-09;plan majo majo;hl;1;;;H1;784; | Changed plan majo To plan majo majo 2012-11-27 18:46:59
H1-09;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-09;prim elat;hl;1;;;H1;843; | Changed prim elat elat To prim elat 2012-11-27 18:47:00
H1-09;prim fari;hl;2;;;H1;844;
H1-09;prun vulg;hl;4;;;H1;850;
H1-09;ranu nemo;hl;3;;;H1;877;
H1-09;tara sect alpi;hl;2;;;H1;1135;
H1-09;tara sect rude;hl;1;;;H1;1032;
H1-09;thym prae poly;hl;2;;;H1;1047;
H1-09;viol hirt;hl;2;;;H1;1120;
H1-10;acer pseu;hl;1;;;H1;3;
H1-10;ajug rept;hl;3;;;H1;31;
H1-10;apos foet;hl;3;;;H1;99;
H1-10;bell pere;hl;2;;;H1;144;
H1-10;brac sylv;hl;3;;;H1;158;
H1-10;briz medi;hl;3;;;H1;161;
H1-10;care alba;hl;5;;;H1;203;
H1-10;care cary;hl;3;;;H1;211;
H1-10;care flac;hl;3;;;H1;222;
H1-10;care orni orni;hl;3;;;H1;235;
H1-10;care pani;hl;5;;;H1;239;
H1-10;care sylv;hl;2;;;H1;251;
H1-10;cent jace jace;hl;3;;;H1;257;
H1-10;dact glom glom;hl;3;;;H1;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
H1-10;daph meze;hl;2;;;H1;345;
H1-10;eric carn;hl;2;;;H1;406;
H1-10;euph cypa;hl;3;;;H1;420;
H1-10;fest prat prat;hl;2;;;H1;441;
H1-10;frag vesc;hl;3;;;H1;449;
H1-10;fran alnu;hl;2;;;H1;450;
H1-10;gali albu;hl;2;;;H1;1127;
H1-10;leon hisp hyos;hl;3;;;H1;631;
H1-10;list ovat;hl;2;;;H1;648;
H1-10;lotu corn corn;hl;2;;;H1;658;
H1-10;parn palu;hl;2;;;H1;748;
H1-10;pers vivi;hl;3;;;H1;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H1-10;pimp majo slat;hl;3;;;H1;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H1-10;plan lanc;hl;3;;;H1;783;
H1-10;poly amar ella;hl;3;;;H1;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H1-10;pote erec;hl;4;;;H1;837;
H1-10;prim fari;hl;3;;;H1;844;
H1-10;prun vulg;hl;3;;;H1;850;
H1-10;ranu acri acri;hl;2;;;H1;868;
H1-10;ranu nemo;hl;3;;;H1;877;
H1-10;salv glut;hl;2;;;H1;941;
H1-10;sesl caer;hl;4;;;H1;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H1-10;thym prae poly;hl;3;;;H1;1047;
H1-10;trif prat prat;hl;3;;;H1;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H1-10;trif repe repe;hl;2;;;H1;1067;
H1-10;viol hirt;hl;2;;;H1;1120;
H2-01;acer pseu;hl;2;;;H2;3;
H2-01;anth vuln alpi;hl;3;;;H2;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H2-01;bell pere;hl;2;;;H2;144;
H2-01;buph sali;hl;1;;;H2;166;
H2-01;card defl viri;hl;3;;;H2;200; | Changed card defl defl To card defl viri 2012-11-27 18:47:01
H2-01;care cary;hl;3;;;H2;211;
H2-01;clin alpi alpi;hl;8;;;H2;173; | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01
H2-01;euph cypa;hl;3;;;H2;420;
H2-01;fest prat prat;hl;2;;;H2;441;
H2-01;fest rubr rubr;hl;3;;;H2;445;
H2-01;gali anis;hl;3;;;H2;458;
H2-01;gent cruc;hl;1;;;H2;476;
H2-01;gent vern vern;hl;2;;;H2;486;
H2-01;leon hisp hyos;hl;5;;;H2;631;
H2-01;linu cath;hl;3;;;H2;644; | Changed linu cart To linu cath 2012-11-27 18:47:01
H2-01;mone unif;hl;3;;;H2;864; | Changed pyro unif To mone unif 2012-11-27 18:47:01
H2-01;pimp majo slat;hl;2;;;H2;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H2-01;plan lanc;hl;2;;;H2;783;
H2-01;plan medi;hl;3;;;H2;785;
H2-01;pote erec;hl;3;;;H2;837;
H2-01;ranu acri acri;hl;3;;;H2;868;
H2-01;ranu nemo;hl;3;;;H2;877;
H2-01;rhin mino;hl;2;;;H2;894;
H2-01;rume alpe;hl;2;;;H2;916; | Changed rume arif To rume alpe 2012-11-27 18:47:01
H2-01;scab luci luci;hl;2;;;H2;964;
H2-01;sile nuta nuta;hl;4;;;H2;991; | Changed sile nuta To sile nuta nuta 2012-11-27 18:47:02
H2-01;tara sect alpi;hl;3;;;H2;1135;
H2-01;thes alpi;hl;1;;;H2;1043;
H2-01;trif prat prat;hl;3;;;H2;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H2-02;acer pseu;hl;2;;;H2;3;
H2-02;ajug rept;hl;2;;;H2;31;
H2-02;alch spec ies;hl;2;;;H2;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
H2-02;anth vuln alpi;hl;4;;;H2;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H2-02;arab cili;hl;2;voucher;76;H2;106;
H2-02;buph sali;hl;2;;;H2;166;
H2-02;card defl viri;hl;2;;;H2;200; | Changed card defl defl To card defl viri 2012-11-27 18:47:01
H2-02;care cary;hl;3;;;H2;211;
H2-02;care flac;hl;4;;;H2;222;
H2-02;care pani;hl;3;;;H2;239;
H2-02;care sylv;hl;2;;;H2;251;
H2-02;cent jace jace;hl;3;;;H2;257;
H2-02;clin alpi alpi;hl;8;;;H2;173; | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01
H2-02;cyno cris;hl;2;;;H2;330;
H2-02;euph cypa;hl;5;;;H2;420;
H2-02;euph offi rost;hl;3;;;H2;426; | Changed euph rost mont To euph offi rost 2012-11-27 18:47:02
H2-02;fest prat prat;hl;3;;;H2;441;
H2-02;fest rubr rubr;hl;3;;;H2;445;
H2-02;gali anis;hl;4;voucher;77;H2;458;
H2-02;hipp como;hl;2;;;H2;566;
H2-02;leon hisp hyos;hl;4;;;H2;631;
H2-02;linu cath;hl;4;;;H2;644; | Changed linu cart To linu cath 2012-11-27 18:47:01
H2-02;medi lupu;hl;3;;;H2;684;
H2-02;pimp majo slat;hl;3;;;H2;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H2-02;plan lanc;hl;2;;;H2;783;
H2-02;plan medi;hl;4;;;H2;785;
H2-02;poly amar ella;hl;3;;;H2;804; | Changed poly amar To poly amar ella 2012-11-27 18:46:56
H2-02;pote erec;hl;3;;;H2;837;
H2-02;prun vulg;hl;3;;;H2;850;
H2-02;ranu acri acri;hl;2;;;H2;868;
H2-02;ranu nemo;hl;3;;;H2;877;
H2-02;rume acet osa;hl;3;;;H2;914; | Changed rume acet To rume acet osa 2012-11-27 18:47:02
H2-02;scab luci luci;hl;3;;;H2;964;
H2-02;sile nuta nuta;hl;1;;;H2;991; | Changed sile nuta To sile nuta nuta 2012-11-27 18:47:02
H2-02;thes alpi;hl;1;;;H2;1043;
H2-02;thym prae poly;hl;2;;;H2;1047;
H2-02;trif prat prat;hl;3;;;H2;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H2-03;acer pseu;hl;1;;;H2;3;
H2-03;anth ramo;hl;3;;;H2;92;
H2-03;anth vuln alpi;hl;5;;;H2;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H2-03;briz medi;hl;3;;;H2;161;
H2-03;buph sali;hl;2;;;H2;166;
H2-03;card defl viri;hl;3;;;H2;200; | Changed card defl defl To card defl viri 2012-11-27 18:47:01
H2-03;care cary;hl;3;;;H2;211;
H2-03;care flac;hl;3;;;H2;222;
H2-03;care pani;hl;4;;;H2;239;
H2-03;carl acau acau;hl;1;;;H2;253;
H2-03;cent jace jace;hl;1;;;H2;257;
H2-03;clin alpi alpi;hl;3;;;H2;173; | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01
H2-03;dact glom glom;hl;3;;;H2;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
H2-03;euph cypa;hl;1;;;H2;420;
H2-03;fest prat prat;hl;3;;;H2;441;
H2-03;gali anis;hl;2;;;H2;458;
H2-03;gent vern vern;hl;3;;;H2;486;
H2-03;leon hisp hyos;hl;3;;;H2;631;
H2-03;lotu corn corn;hl;3;;;H2;658;
H2-03;neot ustu;hl;1;;;H2;731; | Changed orch ustu To neot ustu 2012-11-27 18:47:02
H2-03;pimp majo slat;hl;3;;;H2;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
H2-03;plan lanc;hl;3;;;H2;783;
H2-03;plan medi;hl;3;;;H2;785;
H2-03;pote erec;hl;3;;;H2;837;
H2-03;prim fari;hl;1;;;H2;844;
H2-03;prun vulg;hl;2;;;H2;850;
H2-03;ranu nemo;hl;3;;;H2;877;
H2-03;rhin mino;hl;3;;;H2;894;
H2-03;scab luci luci;hl;2;;;H2;964;
H2-03;sesl caer;hl;3;;;H2;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H2-03;tara sect alpi;hl;1;;;H2;1135;
H2-03;trif prat prat;hl;4;;;H2;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
H2-04;acer pseu;hl;2;;;H2;3;
H2-04;achi mill;hl;2;;;H2;6;
H2-04;anth vuln alpi;hl;4;;;H2;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H2-04;arab sagi;hl;2;voucher;75;H2;1157;
H2-04;care cary;hl;2;;;H2;211;
H2-04;care flac;hl;3;;;H2;222;
H2-04;cent jace jace;hl;3;;;H2;257;
H2-04;clin alpi alpi;hl;7;;;H2;173; | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01
H2-04;cyno cris;hl;3;;;H2;330;
